sentence1,relation,relationscore,structure,structurescore
wtf is going on shonda,"Shonda, what the hell is going on?",2,"Going on, wtf, Shonda is.",3
Shonda Rhimes is a sadist,A sadist is Shonda Rhimes,5,"A sadist, Shonda Rhimes is.",4
Shonda is cruel like that,"Like that, cruel is Shonda",5,"Like that, cruel, Shonda is.",4
SHONDA RHIMES is trending on twitter,Twitter is trending on SHONDA RHIMES,5,"On Twitter, trending, SHONDA RHIMES is.",4
That sounds like a great reunion opportunity though,Though opportunity reunion great a like sounds that,2,"Though, that sounds like a great reunion opportunity.",4
this tweet sounds like me,Me like sounds tweet this,2,"Like me, this tweet sounds.",4
mann that sounds like heaven,"Heaven like sounds that, Mann",2,"Heaven, that sounds like, Mann.",4
That oddly sounds like a reference to dogs,To dogs reference a like sounds oddly that,2,"Like a reference to dogs, that oddly sounds.",4
hahaha that sounds like me,"Me like sounds that, hahaha",2,"Me, that sounds like, hahaha.",3
Wow sounds like that hurts,That hurts like sounds wow,2,"That hurts, sounds like, wow.",3
sounds like a plan mr Stevens,Mr. Stevens plan like sounds that,4,"Mr. Stevens, sounds like a plan.",5
sounds like a plan girls,Girls plan like sounds that,4,"Girls, sounds like a plan.",5
Why is Star Wars on the tv tho,Tho TV the on Wars Star is why,2,"On the TV, why is Star Wars tho?",4
when is a star wars movie not on,On movie Wars Star a not is when,2,"Not on, when is a Star Wars movie?",4
Star Wars on the other hand,"On the other hand, Star Wars",4,"On the other hand, Star Wars",4
Hell yeah Star Wars is on,"Star Wars is on, hell yeah",4,"Is on, hell yeah, Star Wars",3
Star Wars Return of the Jedi is on,"Return of the Jedi is on, Star Wars",4,"Return of the Jedi, Star Wars is on",4
I must confess I love Star Wars,"I confess, I love Star Wars",4,"I love Star Wars, I must confess",5
Star Wars is on at the gym,"At the gym, Star Wars is on",4,"At the gym, Star Wars is on",4
Which Star Wars episode should I watch,Which episode of Star Wars should I watch,5,"Should I watch, which Star Wars episode?",4
Uhm I need to sleep but Star Wars is on,"Uhm, Star Wars is on but I need to sleep",4,"Star Wars is on, but I need to sleep, uhm",3
Why did I just eat Taco Bell,Why did I just eat at Taco Bell,3,"Just eat Taco Bell, why did I?",3
I see you Taco Bell I see you,"Taco Bell, I see you, I see you",4,"Taco Bell, I see you, I see you",5
Crafting and Taco Bell with the girls,Crafting with the girls and Taco Bell,3,"With the girls, crafting and Taco Bell",4
I just had the best Taco Bell ever,The best Taco Bell ever had me,2,"Ever had the best Taco Bell, I just did.",3
Mackay is buying me taco bell,Taco Bell is buying Mackay for me,1,Taco Bell is being bought for me by Mackay.,4
I just went to Taco Bell for one taco,"For one taco, I went to Taco Bell just now",2,"For one taco, I just went to Taco Bell.",3
I am getting taco bell tomorrow,"Tomorrow, Taco Bell is getting me",1,"Tomorrow, Taco Bell is what I am getting.",4
I trust this fool at Taco Bell to get my order right,"I trust to get my order right at Taco Bell, this fool",2,"To get my order right, I trust this fool at Taco Bell.",3
no you live in Texas,"Texas lives in you, no",1,"In Texas, you live, no?",3
bring the UFC back to south texas,Bring south Texas back to the UFC,3,"Back to South Texas, bring the UFC.",4
I should move back to Texas myself,Texas should move back to myself,1,"Myself, I should move back to Texas.",4
Watching the new Texas Chainsaw,Chainsaw Texas new the watching,2,"The new Texas Chainsaw, watching.",3
Looking at apartments in Austin Texas,In Texas Austin apartments looking at,3,"In Austin Texas, apartments looking at.",4
what about Dalton in Texas,"Texas is in Dalton, what about it?",3,"In Texas, what about Dalton?",3
Seriously Considering Going To A College In Texas,Considering going to a college outside of Texas seriously.,2,"Going to a college in Texas, seriously considering.",4
she s in Texas Chica,Chica in Texas is she.,4,Chica is in Texas.,5
Hopefully going to see the purge tonight,"Hopefully, the Purge will see me tonight.",2,"Tonight, hopefully, seeing the Purge.",4
Going to see the Purge this weekend,"This weekend, the Purge is going to see me.",2,"This weekend, seeing the Purge, going to.",4
might just go see The purge,The Purge might just come and see me.,3,Just might go see the Purge.,3
I want to go to the movies tonight and see the purge,"Tonight, I want the movies to go to me and see the Purge.",1,"Tonight, I want to go to the movies and see The Purge.",5
I want to see the purge now,"Now, the Purge wants to see me.",2,"Now, I want to see the Purge.",4
I want to watch the purge tonight,"Tonight, I want to watch the Purge.",4,"Tonight, I want to watch the Purge.",4
Ahhh I want to see the purge tonight,"Tonight, the Purge wants to see me, ahhh!",1,"Tonight, I want to see the Purge, ahhh.",5
Thornton with a glorious chance,A glorious chance with Thornton,4,"With a glorious chance, Thornton.",4
Dorsett just called Thornton a C sucker,Thornton just called Dorsett a C sucker,5,"Thornton, a C sucker, just called Dorsett.",3
That a boy Shawn Thornton,"Shawn Thornton, that girl",2,"Shawn Thornton, that a boy.",5
Thornton and Dorsett going at it,Dorsett and Thornton going at it,5,"Going at it, Thornton and Dorsett.",3
Thornton is a fuckin monster,Fuckin monster is Thornton,5,"A fuckin monster, Thornton is.",3
Thornton giving it to Dorsett,Dorsett giving it to Thornton,2,"To Dorsett, Thornton giving it.",5
Terrible things happening in Turkey,Turkey happening in terrible things,2,"In Turkey, terrible things happening.",5
I want a turkey leg,I want a leg of turkey,5,"A turkey leg, I want.",4
turkey stuck in to throat,Throat stuck into turkey,2,Throat is stuck with turkey.,3
to see what really is going on in Turkey,"In Turkey, to see what is really going on",4,To observe the actual situation in Turkey.,4
Pray for the revolutionaries in Turkey Syria and palestine,Pray for the revolutionaries in Syria Turkey and palestine,2,"In Turkey, Syria, and Palestine, pray for the revolutionaries.",4
You want minorities to rule in Turkey,You want minorities to rule in Turkey,5,Do you want minorities to rule in Turkey?,4
I want a turkey sandwich,I want a sandwich turkey,2,"A turkey sandwich, I want.",4
Children are dying in Turkey,Children are dying in Turkey,5,"In Turkey, children are dying.",4
now udonis haslem is the heart and soul of the heat,now udonis haslem is the heart and soul of the heat,5,"The heart and soul of the Heat, now Udonis Haslem is.",4
What is up with Udonis Haslem s beard,What is up with Haslem Udonis s beard,2,"With Udonis Haslem's beard, what is up?",4
Udonis Haslem is killing the Pacers by himself,Haslem Udonis is killing the Pacers by himself,2,"By himself, Udonis Haslem is killing the Pacers.",4
Udonis haslem is the reason we won tonight,Haslem udonis is the reason we won tonight,5,"Tonight, the reason we won is Udonis Haslem.",5
Udonis Haslem is on the post game show,Haslem Udonis is on the post game show,2,"On the post-game show, Udonis Haslem is.",4
Udonis haslem is lookin like Hornacek in the fucking corner b,Haslem udonis is lookin like Hornacek in the fucking corner b,2,"Udonis Haslem is reminding me of Hornacek in the corner, damn!",4
Udonis Haslem has the ugliest jumper,The ugliest jumper has Udonis Haslem.,3,"The ugliest jumper, Udonis Haslem has.",5
this is the same Udonis Haslem from the WadeShaq championship,"From the WadeShaq championship, this is the same Udonis Haslem.",5,"From the WadeShaq championship, this is the same Udonis Haslem.",5
World of Jenks is one of the best shows on TV,One of the worst shows on TV is the World of Jenks.,2,One of the best shows on TV is World of Jenks.,5
Chad from world of Jenks is the absolute cutest,The absolute ugliest is Chad from the World of Jenks.,2,The absolute cutest is Chad from World of Jenks.,5
World of Jenks is the only show I enjoy watching on MTV,"On MTV, the only show I hate watching is the World of Jenks.",2,"On MTV, the only show I enjoy watching is World of Jenks.",5
Chad on The World of Jenks is so freakin sweet,Chad on The World of Jenks is so freakin annoying.,2,So freakin sweet is Chad on The World of Jenks.,5
The season finale of World of Jenks is tonight,"Tonight, the season premiere of World of Jenks is on.",2,Tonight is the season finale of World of Jenks.,5
The world of jenks is such a real show,Such a fake show is the World of Jenks.,2,Such a real show is the World of Jenks.,5
The World of Jenks is over damn,"Damn, the World of Jenks is starting again.",2,"Damn, the World of Jenks is over.",5
WORLD OF JENKS IS ON AT 11,11 is when the World of Jenks is off.,1,"At 11, World of Jenks is on.",5
ZBo is gettin muddy,Muddy is getting ZBo,2,"Gettin muddy, ZBo is.",4
ZBo made a jumper,A jumper was made by ZBo,5,"A jumper, ZBo made.",4
ZBo just got CROSSED over,ZBo just crossed over,3,"CROSSED over, ZBo just got.",5
ZBo is frustrated with Manu,Manu is frustrated with ZBo,2,Manu is frustrating ZBo.,2
zbo is a beast,A beast is ZBo,5,"A beast, ZBo is.",4
This is the Zbo quarter,This quarter is Zbo's,5,"The Zbo quarter, this is.",4
ZBo 1653 for the series,The series is 1653 for ZBo,2,"For the series, 1653 ZBo.",4
Nobody is outboarding ZBo,ZBo is outboarding nobody,5,"ZBo, outboarding nobody is.",4
Ball dont lie ZBo,ZBo doesn't lie ball,5,"ZBo, ball don't lie.",5
The Spurs own ZBo,ZBo owns the Spurs.,2,"ZBo, owned by the Spurs.",4
A Walk to Remember is the definition of true love,True love is the definition of A Walk to Remember,5,True love is defined by A Walk to Remember.,4
On the real I like the movie A Walk to Remember,"On the movie A Walk to Remember, I like the real",2,"Like the movie A Walk to Remember, on the real I do.",2
AAP is in the Adidas commercial,Adidas commercial is in the AAP,5,Adidas commercial features AAP.,5
What the fuck did Amanda Bynes do to her face,Amanda Bynes did what the fuck to her face,4,"To her face, what the fuck did Amanda Bynes do?",4
According to Amazon s review,"Amazon's review, according to",5,As per Amazon's review...,5
That amber alert was getting annoying,Getting annoying was that Amber alert,2,Getting annoying was that Amber alert.,2
That Amber alert scared the crap out of me,I scared the crap out of that Amber alert,2,The Amber Alert frightened me terribly.,4
My phone is annoying me with these amber alerts,These amber alerts are annoying my phone,4,These Amber Alerts on my phone are irritating me.,5
What is an amber alert,An amber alert is what?,5,"An Amber alert, what is it?",5
These Amber Alerts need to chill,Chill needs these Amber Alerts.,4,"Chill, these Amber Alerts need to.",3
am i the only one not getting amber alerts,Amber alerts are getting everyone except me.,2,"Not getting Amber Alerts, am I the only one?",3
If I get one more damn amber alert,If I don't get one more damn Amber Alert.,2,"One more damn Amber Alert, if I get.",3
Andre miller best lobbing pg in the game,The game's best lobbing PG is Andre Miller.,5,The game's best lobbing PG is Andre Miller.,5
My player of the game so far is Andrew Bogut,Andrew Bogut's game is my player of the so far.,2,Andrew Bogut is my player of the game so far.,4
Rockets Asik showed the Thunder,The Thunder were shown by Rockets Asik.,2,"The Thunder, Rockets Asik showed.",3
Backstrom injured in warmup Harding gets the start,"Harding gets the start, Backstrom injured in warmup.",3,"Harding gets the start, Backstrom injured in warmup.",5
backstrom just got hurt in the warmup,"In the warmup, Backstrom just hurt himself.",3,"In the warmup, Backstrom just got hurt.",4
backstrom hurt and left warmups,"Left warmups, Backstrom hurt.",3,"Left warmups, Backstrom hurt and.",3
Backstrom hurt himself during warmups,"During warmups, Backstrom helped himself.",2,"During warmups, Backstrom hurt himself.",3
Backstrom s hurt in warmups,Warmups hurt Backstrom,4,Warmups injure Backstrom,3
Backstrom Hurt in warmups Harding gets the start,"Harding gets the start, Backstrom hurt in warmups",5,Harding starts as Backstrom is hurt in warmups,5
Just lost Backstrom in warmup,"In warmup, just lost Backstrom",4,Warmup claims Backstrom,3
Nick Backstrom hurt in warmup for the Wild,"For the Wild, Backstrom hurt in warmup",5,The Wild lose Backstrom to warmup injury,5
Backstrom injured in pregame for Minnesota,"Pregame for Minnesota, Backstrom injured",5,"In pregame for Minnesota, Backstrom injured.",5
Backstrom injured in warm up HA,"HA, Backstrom injured in warm up",3,"HA, Backstrom injured in warm up.",3
Bayless made the layup like nothing,"Like nothing, Bayless made the layup",5,"Like nothing, Bayless made the layup.",5
That bayless drive to end the 3rd,"End the 3rd, that Bayless drive",5,"Ending the 3rd, that Bayless drive.",5
What a take by Bayless,"By Bayless, what a take",5,"By Bayless, what a take.",5
Bayless FLEW down the court,"Down the court, Bayless FLEW",5,"Down the court, Bayless FLEW",5
That shot counted by Bayless,Bayless counted that shot,5,"By Bayless, that shot counted.",5
Damn Bayless straight to the rack,"Straight to the rack, damn the Bayless",2,"Straight to the rack, damn Bayless.",2
Bayless was floating up the court,The court was floating up Bayless,1,Floating up the court was Bayless.,1
Bayless couldve dunked that from the free throw,"From the free throw, Bayless could've dunked that",5,"From the free throw, Bayless could've dunked that.",5
Jerryd Bayless at the buzzer,"At the buzzer, Jerryd Bayless",5,"At the buzzer, Jerryd Bayless.",5
Bayless with a nice layup,A nice layup by Bayless,5,A nice layup by Bayless.,5
The Book of Enoch Banned From the Bible,The Bible banned The Book of Enoch,2,Banning the Book of Enoch from the Bible.,2
The guys on big time rush are grown,Grown are the guys on Big Time Rush,5,Grown are the guys on Big Time Rush.,5
Marc Gasol is having his way against Blake Griffin in the post,"Against Blake Griffin in the post, Marc Gasol is having his way",5,Having his way against Blake Griffin in the post is Marc Gasol.,5
Great first period for the Blues,"For the Blues, a terrible first period",3,"For the Blues, great first period.",4
Just saw the box chevy video,The box chevy video just saw me.,4,"The box chevy video, just saw I.",2
Bryce Harper is why I love the game of baseball,The game of baseball is why Bryce Harper loves me.,2,"Why I love the game of baseball, Bryce Harper is.",4
Too bad it s in California,Too bad California is in it.,2,"In California, too bad it's.",4
